"No.","Time","Source","Destination","Protocol","Length","Info"
"222","14.099540","1.1.1.1","172.20.24.104","DNS","109","Standard query response 0x0001 PTR 1.1.1.1.in-addr.arpa PTR one.one.one.one"
"223","14.101351","172.20.24.104","1.1.1.1","DNS","81","Standard query 0x0002 A google.com.VITCHOSDNS"
"224","14.130026","1.1.1.1","172.20.24.104","DNS","156","Standard query response 0x0002 No such name A google.com.VITCHOSDNS SOA a.root-servers.net"
"225","14.130405","172.20.24.104","1.1.1.1","DNS","81","Standard query 0x0003 AAAA google.com.VITCHOSDNS"
"226","14.139909","1.1.1.1","172.20.24.104","DNS","156","Standard query response 0x0003 No such name AAAA google.com.VITCHOSDNS SOA a.root-servers.net"
"227","14.140396","172.20.24.104","1.1.1.1","DNS","70","Standard query 0x0004 A google.com"
"228","14.145656","1.1.1.1","172.20.24.104","DNS","86","Standard query response 0x0004 A google.com A 142.250.182.110"
"229","14.150124","172.20.24.104","1.1.1.1","DNS","70","Standard query 0x0005 AAAA google.com"
"230","14.155821","1.1.1.1","172.20.24.104","DNS","98","Standard query response 0x0005 AAAA google.com AAAA 2404:6800:4007:829::200e"
"231","14.291986","172.20.24.104","172.217.138.71","TLSv1.2","2145","Application Data"
"232","14.292125","172.20.24.104","172.217.138.71","TLSv1.2","2069","Application Data"
"233","14.293638","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=354564 Ack=14410 Win=970 Len=0"
"234","14.293917","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=354564 Ack=16425 Win=975 Len=0"
"235","14.298322","172.217.138.71","172.20.24.104","TLSv1.2","1080","Application Data, Application Data, Application Data"
"236","14.299380","172.217.138.71","172.20.24.104","TLSv1.2","11110","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"237","14.299467","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=366646 Win=1023 Len=0"
"238","14.299851","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=366646 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 241]"
"239","14.299907","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=368028 Win=1023 Len=0"
"240","14.301058","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=368028 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 241]"
"241","14.303158","172.217.138.71","172.20.24.104","TLSv1.2","24930","Application Data, Application Data"
"242","14.303281","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=394286 Win=1023 Len=0"
"243","14.303731","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=394286 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 246]"
"244","14.303782","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=395668 Win=1023 Len=0"
"245","14.305032","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=395668 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 246]"
"246","14.308320","172.217.138.71","172.20.24.104","TLSv1.2","23548","Application Data"
"247","14.308320","172.217.138.71","172.20.24.104","TLSv1.2","1333","Application Data"
"248","14.308320","172.217.138.71","172.20.24.104","TLSv1.2","22166","Application Data"
"249","14.308463","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=443935 Win=1023 Len=0"
"250","14.309156","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=443935 Ack=16425 Win=978 Len=2764 [TCP PDU reassembled in 254]"
"251","14.309256","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=446699 Win=1023 Len=0"
"252","14.310572","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=446699 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 254]"
"253","14.310617","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=448081 Win=1023 Len=0"
"254","14.314039","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data"
"255","14.314146","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=492305 Win=1023 Len=0"
"256","14.314581","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=492305 Ack=16425 Win=978 Len=2764 [TCP PDU reassembled in 259]"
"257","14.314628","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=495069 Win=1023 Len=0"
"258","14.316153","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=495069 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 259]"
"259","14.318848","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"260","14.318945","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=540675 Win=1023 Len=0"
"261","14.319933","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=540675 Ack=16425 Win=978 Len=2764 [TCP PDU reassembled in 265]"
"262","14.320006","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=543439 Win=1023 Len=0"
"263","14.320619","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=543439 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 265]"
"264","14.320673","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=544821 Win=1023 Len=0"
"265","14.323673","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data"
"266","14.323783","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=589045 Win=1023 Len=0"
"267","14.324238","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=589045 Ack=16425 Win=978 Len=2764 [TCP PDU reassembled in 270]"
"268","14.324320","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=591809 Win=1023 Len=0"
"269","14.325624","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=591809 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 270]"
"270","14.328445","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data"
"271","14.328531","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=637415 Win=1023 Len=0"
"272","14.329172","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=637415 Ack=16425 Win=978 Len=2764 [TCP PDU reassembled in 276]"
"273","14.329251","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=640179 Win=1023 Len=0"
"274","14.330518","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=640179 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 276]"
"275","14.330583","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=641561 Win=1023 Len=0"
"276","14.332873","172.217.138.71","172.20.24.104","TLSv1.2","38750","Application Data, Application Data"
"277","14.332873","172.217.138.71","172.20.24.104","TCP","714","443  >  54989 [PSH, ACK] Seq=680257 Ack=16425 Win=978 Len=660 [TCP PDU reassembled in 280]"
"278","14.332873","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=680917 Ack=16425 Win=978 Len=1382 [TCP PDU reassembled in 280]"
"279","14.332994","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=682299 Win=1023 Len=0"
"280","14.333540","172.217.138.71","172.20.24.104","TLSv1.2","2818","Application Data"
"281","14.333582","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=685063 Win=1023 Len=0"
"282","14.334699","172.217.138.71","172.20.24.104","TLSv1.2","601","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"283","14.336796","172.20.24.104","142.250.206.3","TLSv1.2","123","Ignored Unknown Record"
"284","14.336939","172.20.24.104","142.250.206.3","TLSv1.2","93","Application Data"
"285","14.337008","172.20.24.104","142.250.206.3","TLSv1.2","379","Application Data"
"286","14.338247","142.250.206.3","172.20.24.104","TCP","60","443  >  53186 [ACK] Seq=1 Ack=71 Win=438 Len=0"
"287","14.338709","142.250.206.3","172.20.24.104","TCP","60","443  >  53186 [ACK] Seq=1 Ack=110 Win=438 Len=0"
"288","14.338709","142.250.206.3","172.20.24.104","TCP","60","443  >  53186 [ACK] Seq=1 Ack=435 Win=449 Len=0"
"289","14.343609","142.250.206.3","172.20.24.104","TLSv1.2","93","Application Data"
"290","14.378920","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=16425 Ack=685610 Win=1021 Len=0"
"291","14.394425","172.20.24.104","142.250.206.3","TCP","54","53186  >  443 [ACK] Seq=435 Ack=40 Win=255 Len=0"
"292","14.395744","142.250.206.3","172.20.24.104","TLSv1.2","219","Application Data, Application Data, Application Data"
"293","14.397345","172.20.24.104","142.250.206.3","TLSv1.2","93","Application Data"
"294","14.397482","172.20.24.104","142.250.206.3","TLSv1.2","89","Application Data"
"295","14.398361","172.20.24.104","172.64.41.3","TLSv1.2","110","Application Data"
"296","14.398497","172.20.24.104","172.64.41.3","TLSv1.2","93","Application Data"
"297","14.398581","172.20.24.104","172.64.41.3","TLSv1.2","110","Application Data"
"298","14.398666","172.20.24.104","172.64.41.3","TLSv1.2","213","Application Data"
"299","14.398809","172.20.24.104","172.64.41.3","TLSv1.2","213","Application Data"
"300","14.399422","142.250.206.3","172.20.24.104","TCP","60","443  >  53186 [ACK] Seq=205 Ack=509 Win=449 Len=0"
"301","14.403387","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1 Ack=57 Win=31 Len=0"
"302","14.403387","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1 Ack=96 Win=31 Len=0"
"303","14.403387","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1 Ack=152 Win=31 Len=0"
"304","14.403387","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1 Ack=311 Win=31 Len=0"
"305","14.403387","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1 Ack=470 Win=31 Len=0"
"306","14.403669","172.64.41.3","172.20.24.104","TLSv1.2","89","Application Data"
"307","14.468221","172.20.24.104","172.64.41.3","TCP","54","53164  >  443 [ACK] Seq=470 Ack=36 Win=251 Len=0"
"308","14.469565","172.64.41.3","172.20.24.104","TLSv1.2","1226","Application Data, Application Data, Application Data, Application Data, Application Data"
"309","14.470136","172.20.24.104","172.64.41.3","TLSv1.2","89","Application Data"
"310","14.470378","172.20.24.104","34.17.18.17","TCP","66","55857  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"311","14.516576","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1208 Ack=505 Win=31 Len=0"
"312","14.642310","34.17.18.17","172.20.24.104","TCP","66","443  >  55857 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1382 SACK_PERM WS=128"
"313","14.642468","172.20.24.104","34.17.18.17","TCP","54","55857  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"314","14.643879","172.20.24.104","34.17.18.17","TLSv1.3","1846","Client Hello (SNI=e2c61.gcp.gvt2.com)"
"315","14.645731","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=1 Ack=1383 Win=62976 Len=0"
"316","14.646095","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=1 Ack=1793 Win=62592 Len=0"
"317","15.142039","34.17.18.17","172.20.24.104","TLSv1.3","1436","Server Hello, Change Cipher Spec, Application Data"
"318","15.143381","34.17.18.17","172.20.24.104","TCP","1436","443  >  55857 [PSH, ACK] Seq=1383 Ack=1793 Win=62592 Len=1382 [TCP PDU reassembled in 321]"
"319","15.143381","34.17.18.17","172.20.24.104","TCP","1436","443  >  55857 [ACK] Seq=2765 Ack=1793 Win=62592 Len=1382 [TCP PDU reassembled in 321]"
"320","15.143420","172.20.24.104","34.17.18.17","TCP","54","55857  >  443 [ACK] Seq=1793 Ack=4147 Win=65280 Len=0"
"321","15.144865","34.17.18.17","172.20.24.104","TLSv1.3","637","Application Data, Application Data, Application Data, Application Data"
"322","15.144896","172.20.24.104","34.17.18.17","TCP","54","55857  >  443 [ACK] Seq=1793 Ack=4730 Win=64768 Len=0"
"323","15.147513","172.20.24.104","34.17.18.17","TLSv1.3","118","Change Cipher Spec, Application Data"
"324","15.147857","172.20.24.104","34.17.18.17","TLSv1.3","146","Application Data"
"325","15.148052","172.20.24.104","34.17.18.17","TLSv1.3","276","Application Data"
"326","15.148111","172.20.24.104","34.17.18.17","TLSv1.3","379","Application Data"
"327","15.149676","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=4730 Ack=1857 Win=62592 Len=0"
"328","15.150716","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=4730 Ack=1949 Win=62592 Len=0"
"329","15.150716","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=4730 Ack=2171 Win=62464 Len=0"
"330","15.151115","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=4730 Ack=2496 Win=62208 Len=0"
"331","15.317124","34.17.18.17","172.20.24.104","TLSv1.3","109","Application Data"
"332","15.317516","172.20.24.104","34.17.18.17","TLSv1.3","85","Application Data"
"333","15.319434","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=4785 Ack=2527 Win=62208 Len=0"
"334","15.483310","34.17.18.17","172.20.24.104","TLSv1.3","89","Application Data"
"335","15.529646","172.20.24.104","34.17.18.17","TCP","54","55857  >  443 [ACK] Seq=2527 Ack=4820 Win=64768 Len=0"
"336","15.531319","34.17.18.17","172.20.24.104","TLSv1.3","157","Application Data, Application Data"
"337","15.531770","172.20.24.104","34.17.18.17","TLSv1.3","89","Application Data"
"338","15.533935","34.17.18.17","172.20.24.104","TCP","60","443  >  55857 [ACK] Seq=4923 Ack=2562 Win=62208 Len=0"
"339","16.145939","172.20.24.104","142.250.195.142","TLSv1.2","3329","Application Data"
"340","16.146082","172.20.24.104","142.250.195.142","TLSv1.2","93","Application Data"
"341","16.146130","172.20.24.104","142.250.195.142","TLSv1.2","1762","Application Data"
"342","16.148019","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=1 Ack=1383 Win=2285 Len=0"
"343","16.148307","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=1 Ack=2765 Win=2296 Len=0"
"344","16.148307","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=1 Ack=3276 Win=2306 Len=0"
"345","16.148307","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=1 Ack=3315 Win=2306 Len=0"
"346","16.148307","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=1 Ack=4697 Win=2317 Len=0"
"347","16.148760","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=1 Ack=5023 Win=2328 Len=0"
"348","16.151648","142.250.195.142","172.20.24.104","TLSv1.2","93","Application Data"
"349","16.198071","172.20.24.104","142.250.195.142","TCP","54","53202  >  443 [ACK] Seq=5023 Ack=40 Win=511 Len=0"
"350","16.199972","142.250.195.142","172.20.24.104","TLSv1.2","254","Application Data, Application Data, Application Data, Application Data"
"351","16.200716","172.20.24.104","142.250.195.142","TLSv1.2","93","Application Data"
"352","16.201404","172.20.24.104","142.250.195.142","TLSv1.2","89","Application Data"
"353","16.202673","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=240 Ack=5097 Win=2328 Len=0"
"354","16.203806","172.20.24.104","142.250.196.163","TLSv1.2","123","Ignored Unknown Record"
"355","16.203956","172.20.24.104","142.250.196.163","TLSv1.2","93","Application Data"
"356","16.204026","172.20.24.104","142.250.196.163","TLSv1.2","379","Application Data"
"357","16.205193","142.250.196.163","172.20.24.104","TCP","60","443  >  55536 [ACK] Seq=1 Ack=71 Win=244 Len=0"
"358","16.205628","142.250.196.163","172.20.24.104","TCP","60","443  >  55536 [ACK] Seq=1 Ack=110 Win=244 Len=0"
"359","16.205628","142.250.196.163","172.20.24.104","TCP","60","443  >  55536 [ACK] Seq=1 Ack=435 Win=243 Len=0"
"360","16.208877","142.250.196.163","172.20.24.104","TLSv1.2","93","Application Data"
"361","16.260834","172.20.24.104","142.250.196.163","TCP","54","55536  >  443 [ACK] Seq=435 Ack=40 Win=255 Len=0"
"362","16.262661","142.250.196.163","172.20.24.104","TLSv1.2","219","Application Data, Application Data, Application Data"
"363","16.263899","172.20.24.104","142.250.196.163","TLSv1.2","93","Application Data"
"364","16.263981","172.20.24.104","142.250.196.163","TLSv1.2","89","Application Data"
"365","16.264391","172.20.24.104","172.64.41.3","TLSv1.2","110","Application Data"
"366","16.264463","172.20.24.104","172.64.41.3","TLSv1.2","110","Application Data"
"367","16.264506","172.20.24.104","172.64.41.3","TLSv1.2","213","Application Data"
"368","16.264556","172.20.24.104","172.64.41.3","TLSv1.2","213","Application Data"
"369","16.265518","142.250.196.163","172.20.24.104","TCP","60","443  >  55536 [ACK] Seq=205 Ack=509 Win=243 Len=0"
"370","16.265944","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1208 Ack=561 Win=31 Len=0"
"371","16.266331","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1208 Ack=617 Win=31 Len=0"
"372","16.266331","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1208 Ack=776 Win=31 Len=0"
"373","16.266607","172.64.41.3","172.20.24.104","TCP","60","443  >  53164 [ACK] Seq=1208 Ack=935 Win=31 Len=0"
"374","16.269074","172.64.41.3","172.20.24.104","TLSv1.2","89","Application Data"
"375","16.309305","172.20.24.104","172.64.41.3","TCP","54","53164  >  443 [ACK] Seq=935 Ack=1243 Win=255 Len=0"
"376","16.314934","172.64.41.3","172.20.24.104","TLSv1.2","632","Application Data, Application Data"
"377","16.356952","172.20.24.104","172.64.41.3","TCP","54","53164  >  443 [ACK] Seq=935 Ack=1821 Win=253 Len=0"
"378","16.375510","172.64.41.3","172.20.24.104","TLSv1.2","609","Application Data, Application Data"
"379","16.376866","172.20.24.104","34.161.115.43","TCP","66","55862  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"380","16.419021","172.20.24.104","172.64.41.3","TCP","54","53164  >  443 [ACK] Seq=935 Ack=2376 Win=251 Len=0"
"381","16.503887","172.20.24.104","172.217.138.71","TLSv1.2","2145","Application Data"
"382","16.504015","172.20.24.104","172.217.138.71","TLSv1.2","2069","Application Data"
"383","16.505798","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=685610 Ack=18516 Win=970 Len=0"
"384","16.506253","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=685610 Ack=20531 Win=975 Len=0"
"385","16.510004","172.217.138.71","172.20.24.104","TLSv1.2","1054","Application Data, Application Data"
"386","16.559107","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=20531 Ack=686610 Win=1023 Len=0"
